id,name,set,lang,condition,is_foil,format,quantity,price_clp,image_url,status,price_usd_ref,price_source
232,Siervo mental myr,MRD,es,NM,false,Modern,1,500,Siervo mental myr - MRD - es - NM - 1.jpg,available,0.35,cardkingdom
416,Soulless Jailer,ONE,en,NM,true,Modern,1,2840,Soulless Jailer - ONE - en - NM_FOIL - 1 (2).jpg,available,2.99,cardkingdom
234,Soulless Jailer,ONE,en,NM,true,Modern,1,2840,Soulless Jailer - ONE - en - NM_FOIL - 1.jpg,available,2.99,cardkingdom
235,Spectrum Sentinel,BRO,en,NM,false,Modern,1,656,Spectrum Sentinel - BRO - en - NM - 1.jpg,available,0.69,cardkingdom
236,Springleaf Drum,2XM,en,NM,true,Modern,1,750,Springleaf Drum - 2XM - en - NM_FOIL - 1.jpg,available,0.79,cardkingdom
237,Steel Wall,MRD,en,NM,false,Modern,1,500,Steel Wall - TD2 - en - NM - 1.jpg,available,0.35,cardkingdom
417,Stone of Erech,LTR,en,NM,false,Modern,1,500,Stone of Erech - LTR - en - NM - 1 (2).jpg,available,0.35,cardkingdom
418,Stone of Erech,LTR,en,NM,false,Modern,1,500,Stone of Erech - LTR - en - NM - 1 (3).jpg,available,0.35,cardkingdom
419,Stone of Erech,LTR,en,NM,false,Modern,1,500,Stone of Erech - LTR - en - NM - 1 (4).jpg,available,0.35,cardkingdom
241,Stone of Erech,LTR,en,NM,false,Modern,1,500,Stone of Erech - LTR - en - NM - 1.jpg,available,0.35,cardkingdom
420,Sunbeam Spellbomb,MRD,en,NM,false,Modern,1,,Sunbeam Spellbomb - MRD - en - NM - 1 (2).jpg,available,,
243,Sunbeam Spellbomb,MRD,en,NM,false,Modern,1,,Sunbeam Spellbomb - MRD - en - NM - 1.jpg,available,,
244,Synod Sanctum,ARC,en,NM,false,Modern,1,500,Synod Sanctum - ARC - en - NM - 1.jpg,available,0.35,cardkingdom
421,Talismán de la dominancia,FIC,es,NM,false,Modern,1,2176,Talismán de la dominancia - FIC - es - NM - 1 (2).jpg,available,2.29,cardkingdom
422,Talismán de la dominancia,FIC,es,NM,false,Modern,1,2176,Talismán de la dominancia - FIC - es - NM - 1 (3).jpg,available,2.29,cardkingdom
423,Talismán de la dominancia,FIC,es,NM,false,Modern,1,2176,Talismán de la dominancia - FIC - es - NM - 1 (4).jpg,available,2.29,cardkingdom
424,Talismán de la dominancia,FIC,es,NM,false,Modern,1,2176,Talismán de la dominancia - FIC - es - NM - 1 (5).jpg,available,2.29,cardkingdom
425,Talismán de la dominancia,FIC,es,NM,false,Modern,1,2176,Talismán de la dominancia - FIC - es - NM - 1 (6).jpg,available,2.29,cardkingdom
250,Talismán de la dominancia,FIC,es,NM,false,Modern,1,2176,Talismán de la dominancia - FIC - es - NM - 1.jpg,available,2.29,cardkingdom
426,Talismán de la unidad,MIC,es,NM,false,Modern,1,1226,Talismán de la unidad - MIC - es - NM - 1 (2).jpg,available,1.29,cardkingdom
252,Talismán de la unidad,MIC,es,NM,false,Modern,1,1226,Talismán de la unidad - MIC - es - NM - 1.jpg,available,1.29,cardkingdom
253,Talismán del progreso,FIC,es,NM,false,Modern,1,750,Talismán del progreso - FIC - es - NM - 1.jpg,available,0.79,cardkingdom
254,Tanglebloom,9ED,en,NM,false,Modern,1,500,Tanglebloom - 9ED - en - NM - 1.jpg,available,0.11,tcgplayer
255,The Stone Brain,BRO,en,NM,true,Modern,1,3316,The Stone Brain - BRO - en - NM_FOIL - 1.jpg,available,3.49,cardkingdom
427,The Underworld Cookbook,MH2,en,NM,false,Modern,1,560,The Underworld Cookbook - MH2 - en - NM - 1 (2).jpg,available,0.59,cardkingdom
257,The Underworld Cookbook,MH2,en,NM,false,Modern,1,560,The Underworld Cookbook - MH2 - en - NM - 1.jpg,available,0.59,cardkingdom
258,Thinking Cap,MKM,en,NM,false,Modern,1,500,Thinking Cap - MKM - en - NM - 1.jpg,available,0.35,cardkingdom
428,Tomo pierdementes,BRR,es,NM,true,Modern,1,750,Tomo pierdementes - BRR - es - NM_FOIL - 1 (2).jpg,available,0.79,cardkingdom
429,Tomo pierdementes,BRR,es,NM,true,Modern,1,750,Tomo pierdementes - BRR - es - NM_FOIL - 1 (3).jpg,available,0.79,cardkingdom
261,Tomo pierdementes,BRR,es,NM,true,Modern,1,750,Tomo pierdementes - BRR - es - NM_FOIL - 1.jpg,available,0.79,cardkingdom
262,Tormod's Crypt,DMR,en,NM,false,Modern,1,1226,Tormod's Crypt - DMR - en - NM - 1.jpg,available,1.29,cardkingdom
263,Transformador solar,DRC,es,NM,false,Modern,1,500,Transformador solar - DRC - es - NM - 1.jpg,available,0.35,cardkingdom
264,Unlicensed Hearse,SNC,en,NM,false,Modern,1,656,Unlicensed Hearse - SNC - en - NM - 1.jpg,available,0.69,cardkingdom
265,Unlicensed Hearse,SNC,en,NM,true,Modern,1,940,Unlicensed Hearse - SNC - en - NM_FOIL - 1.jpg,available,0.99,cardkingdom
266,Vasija de pensamientos,FIC,es,NM,true,Legacy,1,4740,Vasija de pensamientos - FIC - es - NM_FOIL - 1.jpg,available,4.99,cardkingdom
430,Viridian Longbow,AFC,en,NM,false,Modern,1,,Viridian Longbow - AFC - en - NM - 1 (2).jpg,available,,
268,Viridian Longbow,AFC,en,NM,false,Modern,1,,Viridian Longbow - AFC - en - NM - 1.jpg,available,,
431,Void Mirror,MH2,en,NM,true,Modern,1,500,Void Mirror - MH2 - en - NM_FOIL - 1 (2).jpg,available,0.49,cardkingdom
432,Void Mirror,MH2,en,NM,true,Modern,1,500,Void Mirror - MH2 - en - NM_FOIL - 1 (3).jpg,available,0.49,cardkingdom
271,Void Mirror,MH2,en,NM,true,Modern,1,500,Void Mirror - MH2 - en - NM_FOIL - 1.jpg,available,0.49,cardkingdom
272,Vorrac Battlehorns,MRD,en,NM,false,Modern,1,1226,Vorrac Battlehorns - MRD - en - NM - 1.jpg,available,1.29,cardkingdom
433,Witch's Oven,ELD,en,NM,false,Modern,1,1226,Witch's Oven - ELD - en - NM - 1 (2).jpg,available,1.29,cardkingdom
274,Witch's Oven,ELD,en,NM,false,Modern,1,1226,Witch's Oven - ELD - en - NM - 1.jpg,available,1.29,cardkingdom
275,Wizard's Rockets,LTR,en,NM,false,Modern,1,500,Wizard's Rockets - LTR - en - NM - 1.jpg,available,0.35,cardkingdom
434,Yotian Frontliner,BRO,en,NM,true,Modern,1,500,Yotian Frontliner - BRO - en - NM_FOIL - 1 (2).jpg,available,0.49,cardkingdom
435,Yotian Frontliner,BRO,en,NM,true,Modern,1,500,Yotian Frontliner - BRO - en - NM_FOIL - 1 (3).jpg,available,0.49,cardkingdom
436,Yotian Frontliner,BRO,en,NM,true,Modern,1,500,Yotian Frontliner - BRO - en - NM_FOIL - 1 (4).jpg,available,0.49,cardkingdom
279,Yotian Frontliner,BRO,en,NM,true,Modern,1,500,Yotian Frontliner - BRO - en - NM_FOIL - 1.jpg,available,0.49,cardkingdom
280,Ídolo de los dioses falsos,MH3,es,NM,false,Modern,1,500,Ídolo de los dioses falsos - MH3 - es - NM - 1.jpg,available,0.35,cardkingdom
